ERROR(38) | 2019-7-29 11:3:33 | A scene needs to be created before calling saten_run(). (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:45 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:46 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:47 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:47 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:47 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:47 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:47 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:47 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:47 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:47 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:47 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(45) | 2019-9-3 16:52:47 | Can only destroy scenes at the top of the stack. (Couldn't open demo_data/p2inpkb.dat)
ERROR(8) | 2019-9-10 12:12:13 | Failed to open haptic device. (Haptic: There are 0 haptic devices available)
ERROR(69) | 2019-9-29 11:8:11 | Can only set position for MOD, MP3 and OGG. (setpriority() failed)
ERROR(69) | 2019-9-29 11:8:27 | Can only set position for MOD, MP3 and OGG. (setpriority() failed)
ERROR(71) | 2019-10-17 11:35:6 | Matrix menu requires call to saten_menu_matrixs(). (Couldn't open demo_data/p2inpkb.dat)
ERROR(71) | 2019-10-17 11:35:25 | Matrix menu requires call to saten_menu_matrixs(). (Couldn't open demo_data/p2inpkb.dat)
ERROR(71) | 2019-10-17 11:36:1 | Matrix menu requires call to saten_menu_matrixs(). (Couldn't open demo_data/p2inpkb.dat)
ERROR(71) | 2019-10-17 11:38:25 | Matrix menu requires call to saten_menu_matrixs(). (Couldn't open demo_data/p2inpkb.dat)
ERROR(71) | 2019-10-17 11:38:39 | Matrix menu requires call to saten_menu_matrixs(). (Couldn't open demo_data/p2inpkb.dat)
ERROR(71) | 2019-10-17 11:40:0 | Matrix menu requires call to saten_menu_matrixs(). (Couldn't open demo_data/p2inpkb.dat)
ERROR(71) | 2019-10-17 11:40:0 | Matrix menu requires call to saten_menu_matrixs(). (Couldn't open demo_data/p2inpkb.dat)
ERROR(71) | 2019-10-17 11:40:0 | Matrix menu requires call to saten_menu_matrixs(). (Couldn't open demo_data/p2inpkb.dat)
ERROR(71) | 2019-10-17 11:40:0 | Matrix menu requires call to saten_menu_matrixs(). (Couldn't open demo_data/p2inpkb.dat)
ERROR(71) | 2019-10-17 11:40:0 | Matrix menu requires call to saten_menu_matrixs(). (Couldn't open demo_data/p2inpkb.dat)
ERROR(71) | 2019-10-17 11:40:0 | Matrix menu requires call to saten_menu_matrixs(). (Couldn't open demo_data/p2inpkb.dat)
ERROR(41) | 2019-10-22 15:30:49 | Invalid sprite ID. (Couldn't open demo_data/p2inpkb.dat)
ERROR(41) | 2019-10-22 15:31:32 | Invalid sprite ID. (Couldn't open demo_data/p2inpkb.dat)
ERROR(41) | 2019-10-22 15:31:42 | Invalid sprite ID. (Couldn't open demo_data/p2inpkb.dat)
ERROR(41) | 2019-10-22 15:31:58 | Invalid sprite ID. (Couldn't open demo_data/p2inpkb.dat)
ERROR(41) | 2019-10-22 15:39:25 | Invalid sprite ID. (Couldn't open demo_data/p2inpkb.dat)
ERROR(41) | 2019-10-22 15:41:2 | Invalid sprite ID. (Couldn't open demo_data/p2inpkb.dat)
ERROR(41) | 2019-10-22 16:2:28 | Invalid sprite ID. (Couldn't open demo_data/p2inpkb.dat)
ERROR(41) | 2019-10-24 12:16:44 | Invalid sprite ID. (Couldn't open demo_data/p2inpkb.dat)
ERROR(41) | 2019-10-24 12:16:48 | Invalid sprite ID. (Couldn't open demo_data/p2inpkb.dat)
